,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
158,garbage,,dump, The truck dumped the garbage in the street .,2,0,garbage has property recycle. garbage is at location trash. garbage is used for recycle. dump desires water. dump is at location trash. dump is used for recycle.  The truck dumped the garbage in the street .,29
159,proprietor,,emerge," Suddenly , the proprietor emerged from his office .",4,0,"proprietor has property old. proprietor is at location bar. proprietor is used for sell good. emerge desires freedom. emerge is at location subway. emerge is used for go down.  Suddenly , the proprietor emerged from his office .",33
160,result,,emerge, Some nice results emerged from the study .,3,1,result has property bad. result is at location math. result is used for make decision. emerge desires freedom. emerge is at location subway. emerge is used for go down.  Some nice results emerged from the study .,32
161,event,,engrave, The event engraved itself into her memory .,2,1,event has property unpredictable. event is at location movie. event is used for event. engrave desires be forgive. engrave is at location grave. engrave is used for identify grave marker.  The event engraved itself into her memory .,32
162,pen,,engrave, engrave the pen with the owner 's name .,0,0,pen has property black. pen is at location desk. pen is used for write. engrave desires be forgive. engrave is at location grave. engrave is used for identify grave marker.  engrave the pen with the owner 's name .,30
163,formula,,erase, Please erase the formula on the blackboard -- it is wrong !,1,0,formula has property complex. formula is at location laboratory. formula is used for determine value. erase desires erase. erase is at location desk. erase is used for erase.  Please erase the formula on the blackboard -- it is wrong !,29
164,disk,,erase, Who erased the files form my hard disk ?,1,0,disk has property round. disk is at location computer. disk is used for store data. erase desires erase. erase is at location desk. erase is used for erase.  Who erased the files form my hard disk ?,29
165,unrest,,erupt, Unrest erupted in the country .,1,1,unrest has property bad. unrest is at location city. unrest is used for cause war. erupt desires fight. erupt is at location war. erupt is used for anger.  Unrest erupted in the country .,29
166,tooth,,erupt, The tooth erupted and had to be extracted .,2,1,tooth has property sharp. tooth is at location your mouth. tooth is used for chew. erupt desires fight. erupt is at location war. erupt is used for anger.  The tooth erupted and had to be extracted .,30
167,rash,,erupt, A rash erupted on her arms after she had touched the exotic plant .,2,1,rash has property bad. rash is at location your finger. rash is used for sting. erupt desires fight. erupt is at location war. erupt is used for anger.  A rash erupted on her arms after she had touched the exotic plant .,30
168,bomb,,explode, We exploded the nuclear bomb .,1,0,bomb has property dangerous. bomb is at location bomber. bomb is used for destroy. explode desires explode. explode is at location space. explode is used for destroy thing.  We exploded the nuclear bomb .,29
169,bottle,,explode, The champagne bottle exploded .,3,0,bottle has property half full of liquid. bottle is at location cupboard. bottle is used for hold liquid. explode desires explode. explode is at location space. explode is used for destroy thing.  The champagne bottle exploded .,35
170,boss,,explode, The boss exploded when he heard of the resignation of the secretary .,2,1,boss has property important. boss is at location office. boss is used for manage. explode desires explode. explode is at location space. explode is used for destroy thing.  The boss exploded when he heard of the resignation of the secretary .,30
171,bridge,,explode, The enemy exploded the bridge .,2,0,bridge has property very tall. bridge is at location river. bridge is used for cross water. explode desires explode. explode is at location space. explode is used for destroy thing.  The enemy exploded the bridge .,32
172,lock,,fasten, He fastened the lock onto the door .,1,0,lock has property hard. lock is at location door. lock is used for keep person out. fasten desires fly. fasten is at location car. fasten is used for fasten coat.  He fastened the lock onto the door .,31
173,dress,,fasten, This dress fastens in the back .,2,0,dress has property wear to cover your body. dress is at location closet. dress is used for wear. fasten desires fly. fasten is at location car. fasten is used for fasten coat.  This dress fastens in the back .,34
174,nickname,,fasten, They fastened various nicknames to each other .,1,1,nickname has property funny. nickname is at location dictionary. nickname is used for insult. fasten desires fly. fasten is at location car. fasten is used for fasten coat.  They fastened various nicknames to each other .,29
175,grape,,ferment, We ferment the grapes for a very long time to achieve high alcohol content .,1,0,grape has property green. grape is at location market. grape is used for grape. ferment desires water. ferment is at location ferment oil. ferment is used for make wine.  We ferment the grapes for a very long time to achieve high alcohol content .,30
176,child,,fill, fill the child with pride .,0,1,child has property curious. child is at location park. child is used for play with. fill desires food. fill is at location jar. fill is used for fill empty glass.  fill the child with pride .,30
177,pool,,fill, The pool slowly filled with water .,3,0,pool has property fun. pool is at location backyard. pool is used for swim in. fill desires food. fill is at location jar. fill is used for fill empty glass.  The pool slowly filled with water .,33
178,container,,fill, The liquid fills the container .,2,0,container has property heavy. container is at location pantry. container is used for hold thing. fill desires food. fill is at location jar. fill is used for fill empty glass.  The liquid fills the container .,32
179,wing,,flap, The bird flapped its wings .,2,0,wing has property long. wing is at location airplane. wing is used for lift. flap desires flap. flap is at location closet. flap is used for flap.  The bird flapped its wings .,29
180,star,,flare, Every star seemed to flare with new intensity .,4,1,star has property big. star is at location sky. star is used for orbit earth. flare desires burn. flare is at location fire. flare is used for light cigarette.  Every star seemed to flare with new intensity .,33
181,light,,flash, The lights were flashing .,3,0,light has property bright. light is at location in room. light is used for illuminate. flash desires be extinguish. flash is at location television. flash is used for show off.  The lights were flashing .,33
182,intelligence,,flash, The latest intelligence is flashed to all command posts .,4,1,intelligence has property useful. intelligence is at location computer. intelligence is used for learn. flash desires be extinguish. flash is at location television. flash is used for show off.  The latest intelligence is flashed to all command posts .,33
183,bill,,flash, he flashed a $ 100 bill .,1,1,bill has property due. bill is at location envelope. bill is used for pay bill. flash desires be extinguish. flash is at location television. flash is used for show off.  he flashed a $ 100 bill .,31
184,star,,flash, A shooting star flashed and was gone .,3,0,star has property big. star is at location sky. star is used for orbit earth. flash desires be extinguish. flash is at location television. flash is used for show off.  A shooting star flashed and was gone .,33
185,log,,float, He floated the logs down the river .,1,0,log has property fun. log is at location forest. log is used for cook. float desires float on water. float is at location water. float is used for recreation.  He floated the logs down the river .,30
186,idea,,float, The Republicans are floating the idea of a tax reform .,3,1,idea has property important. idea is at location book. idea is used for understand. float desires float on water. float is at location water. float is used for recreation.  The Republicans are floating the idea of a tax reform .,32
187,dancer,,float, The dancer floated across the stage .,2,1,dancer has property graceful. dancer is at location opera. dancer is used for dance. float desires float on water. float is at location water. float is used for recreation.  The dancer floated across the stage .,31
188,ruble,,float, The government floated the ruble for a few months .,2,1,ruble has property small. ruble is at location jar. ruble is used for make noise. float desires float on water. float is at location water. float is used for recreation.  The government floated the ruble for a few months .,32
189,village,,flood, The swollen river flooded the village .,3,0,village has property fun. village is at location country. village is used for live in. flood desires extinguish fire. flood is at location flood area. flood is used for flood.  The swollen river flooded the village .,33
190,market,,flood, flood the market with tennis shoes .,0,1,market has property full of person. market is at location city. market is used for buy thing. flood desires extinguish fire. flood is at location flood area. flood is used for flood.  flood the market with tennis shoes .,32
191,basement,,flood, Our basement flooded during the heavy rains .,2,0,basement has property dark. basement is at location build. basement is used for store thing. flood desires extinguish fire. flood is at location flood area. flood is used for flood.  Our basement flooded during the heavy rains .,32
192,crowd,,flow, The crowd flowed out of the stadium .,2,1,crowd has property curious. crowd is at location carnival. crowd is used for watch sport. flow desires flow. flow is at location river. flow is used for move water.  The crowd flowed out of the stadium .,31
193,water,,flow, Water flowed into the cave .,1,0,water has property good for you. water is at location ice. water is used for wash. flow desires flow. flow is at location river. flow is used for move water.  Water flowed into the cave .,31
194,champagne,,flow, The champagne flowed at the wedding .,2,1,champagne has property bubbly. champagne is at location bottle. champagne is used for celebrate. flow desires flow. flow is at location river. flow is used for move water.  The champagne flowed at the wedding .,30
195,garbage,,flush, The garbage flushed down the river .,2,0,garbage has property recycle. garbage is at location trash. garbage is used for recycle. flush desires be extinguish. flush is at location your finger. flush is used for heat room.  The garbage flushed down the river .,32
196,sky,,flush, the sky flushed with rosy splendor .,2,1,sky has property blue. sky is at location sky. sky is used for fly kite. flush desires be extinguish. flush is at location your finger. flush is used for heat room.  the sky flushed with rosy splendor .,33
197,wound,,flush, flush the wound with antibiotics .,0,1,wound has property painful. wound is at location war. wound is used for stop blood flow. flush desires be extinguish. flush is at location your finger. flush is used for heat room.  flush the wound with antibiotics .,32
198,character,,form, form the young child 's character .,0,1,character has property good. character is at location play in play. character is used for make movie. form desires be free. form is at location book. form is used for make thing.  form the young child 's character .,32
199,water,,form, the water formed little beads .,2,0,water has property good for you. water is at location ice. water is used for wash. form desires be free. form is at location book. form is used for make thing.  the water formed little beads .,33
200,language,,fracture, This writer really fractures the language .,3,1,language has property complex. language is at location book. language is used for communicate. fracture desires break. fracture is at location grind. fracture is used for break bone.  This writer really fractures the language .,31
201,balance,,fracture, These events could fracture the balance of power .,3,1,balance has property important. balance is at location table. balance is used for measure weight of object. fracture desires break. fracture is at location grind. fracture is used for break bone.  These events could fracture the balance of power .,34
202,bolt,,fracture, The pothole fractured a bolt on the axle .,2,0,bolt has property sharp. bolt is at location garage. bolt is used for fasten thing together. fracture desires break. fracture is at location grind. fracture is used for break bone.  The pothole fractured a bolt on the axle .,32
203,car,,fuel," fuel aircraft , ships , and cars .",0,0,"car has property dangerous. car is at location garage. car is used for travel. fuel desires fuel. fuel is at location plane. fuel is used for travel.  fuel aircraft , ships , and cars .",27
204,tanker,,fuel, The tanker fueled in Bahrain .,2,0,tanker has property very large. tanker is at location in space. tanker is used for ship cargo. fuel desires fuel. fuel is at location plane. fuel is used for travel.  The tanker fueled in Bahrain .,32
205,debate,,fuel, fuel the debate on creationism .,0,1,debate has property important. debate is at location debate. debate is used for debate. fuel desires fuel. fuel is at location plane. fuel is used for travel.  fuel the debate on creationism .,27
206,press,,gag, The press was gagged .,3,1,press has property important. press is at location newspaper. press is used for transmit information. gag desires be gag. gag is at location gag. gag is used for gag.  The press was gagged .,32
207,horse,,gallop, The horse was galloping along .,3,0,horse has property big. horse is at location circus. horse is used for ride. gallop desires run. gallop is at location circus. gallop is used for ride.  The horse was galloping along .,30
208,girl,,glare, The girl glared at the man who tried to make a pass at her .,2,0,girl has property pretty. girl is at location mall. girl is used for love. glare desires be read. glare is at location person. glare is used for hurt eye.  The girl glared at the man who tried to make a pass at her .,31
209,moon,,glare, The moon glared back at itself from the lake 's surface .,2,1,moon has property large. moon is at location sky. moon is used for live on. glare desires be read. glare is at location person. glare is used for hurt eye.  The moon glared back at itself from the lake 's surface .,32
210,sun,,glare, The sun glared down on us .,2,1,sun has property large. sun is at location sky. sun is used for energy. glare desires be read. glare is at location person. glare is used for hurt eye.  The sun glared down on us .,31
211,firefly,,glow, The fireflies were glowing and flying about in the garden .,3,0,firefly has property fly. firefly is at location web. firefly is used for fly. glow desires illuminate. glow is at location street. glow is used for illuminate.  The fireflies were glowing and flying about in the garden .,30
212,face,,glow, Her face glowed when she came out of the sauna .,2,1,face has property round. face is at location your face. face is used for look at thing. glow desires illuminate. glow is at location street. glow is used for illuminate.  Her face glowed when she came out of the sauna .,32
213,coal,,glow, The coals were glowing in the dark .,3,0,coal has property hot. coal is at location coal mine. coal is used for make fire. glow desires illuminate. glow is at location street. glow is used for illuminate.  The coals were glowing in the dark .,32
214,heart,,glow, Make the people 's hearts glow .,5,1,heart has property strong. heart is at location person. heart is used for love. glow desires illuminate. glow is at location street. glow is used for illuminate.  Make the people 's hearts glow .,32
215,passenger,,grab, The passenger grabbed for the oxygen mask .,2,0,passenger has property drive. passenger is at location bus stop. passenger is used for travel. grab desires play game. grab is at location fish. grab is used for hold on.  The passenger grabbed for the oxygen mask .,32
216,hand,,grab, She grabbed the child 's hand and ran out of the room .,1,0,hand has property long. hand is at location pocket. hand is used for hold thing. grab desires play game. grab is at location fish. grab is used for hold on.  She grabbed the child 's hand and ran out of the room .,31
217,story,,grab, This story will grab you .,3,1,story has property inaccurate. story is at location newspaper. story is used for entertain. grab desires play game. grab is at location fish. grab is used for hold on.  This story will grab you .,32
218,conversation,,gravitate, The conversation gravitated towards politics .,2,1,conversation has property important to person. conversation is at location dinner. conversation is used for pass time. gravitate desires you. gravitate is at location universe. gravitate is used for make thing look good.  The conversation gravitated towards politics .,35
219,boy,,gravitate, Boys gravitate towards girls at that age .,1,1,boy has property male. boy is at location school. boy is used for play with. gravitate desires you. gravitate is at location universe. gravitate is used for make thing look good.  Boys gravitate towards girls at that age .,32
220,star,,gravitate, The stars gravitate towards each other .,2,0,star has property big. star is at location sky. star is used for orbit earth. gravitate desires you. gravitate is at location universe. gravitate is used for make thing look good.  The stars gravitate towards each other .,33
221,spice,,grind, grind the spices in a mortar .,0,0,spice has property spicy. spice is at location cupboard. spice is used for flavor food. grind desires be quench. grind is at location grind. grind is used for move thing.  grind the spices in a mortar .,30
222,mind,,grope, His mind groped to make the connection .,2,1,mind has property complex. mind is at location your head. mind is used for think. grope desires be touch. grope is at location your sock. grope is used for hold thing.  His mind groped to make the connection .,33
223,woman,,grope, He made some sexual advances at the woman in his office and groped her repeatedly .,12,0,woman has property female. woman is at location bed. woman is used for have sex. grope desires be touch. grope is at location your sock. grope is used for hold thing.  He made some sexual advances at the woman in his office and groped her repeatedly .,43
224,man,,guard, There will be men guarding the horses .,4,0,man has property male. man is at location bed. man is used for fuck. guard desires freedom. guard is at location prison. guard is used for protect person.  There will be men guarding the horses .,32
225,possession,,guard, Please guard my possessions while I 'm away .,1,0,possession has property illegal. possession is at location bank. possession is used for protect. guard desires freedom. guard is at location prison. guard is used for protect person.  Please guard my possessions while I 'm away .,29
226,vaccine,,guard, This vaccine will guard you against infection .,3,1,vaccine has property contagious. vaccine is at location laboratory. vaccine is used for cure illness. guard desires freedom. guard is at location prison. guard is used for protect person.  This vaccine will guard you against infection .,32
227,lava,,gutter, The cooling lava continued to gutter toward lower ground .,5,0,lava has property hot. lava is at location volcano. lava is used for cook. gutter desires be clean. gutter is at location street. gutter is used for throw away.  The cooling lava continued to gutter toward lower ground .,34
228,tear,,gutter, Tears guttered down her face .,1,1,tear has property painful. tear is at location your eye. tear is used for cry. gutter desires be clean. gutter is at location street. gutter is used for throw away.  Tears guttered down her face .,31
229,rain,,gutter, The heavy rain guttered the soil .,3,0,rain has property wet. rain is at location rain. rain is used for make water fall from sky. gutter desires be clean. gutter is at location street. gutter is used for throw away.  The heavy rain guttered the soil .,36
230,building,,gutter, The roofer began to gutter the buildings .,4,0,building has property tall. building is at location city. building is used for build. gutter desires be clean. gutter is at location street. gutter is used for throw away.  The roofer began to gutter the buildings .,33
231,color,,harmonize, The colors do n't harmonize .,4,1,color has property important in our life. color is at location wall. color is used for make picture. harmonize desires sing. harmonize is at location concert. harmonize is used for make music.  The colors do n't harmonize .,36
232,goal,,harmonize, harmonize one 's goals with one 's abilities .,0,1,goal has property important. goal is at location school. goal is used for solve problem. harmonize desires sing. harmonize is at location concert. harmonize is used for make music.  harmonize one 's goals with one 's abilities .,29
233,work,,heap, He heaped him with work .,1,1,work has property hard. work is at location work. work is used for earn money. heap desires be fill. heap is at location closet. heap is used for bed.  He heaped him with work .,30
234,firewood,,heap, heap firewood around the fireplace .,0,0,firewood has property useful. firewood is at location build. firewood is used for cook. heap desires be fill. heap is at location closet. heap is used for bed.  heap firewood around the fireplace .,28
235,platter,,heap, heap the platter with potatoes .,0,0,platter has property round. platter is at location cabinet. platter is used for hold food. heap desires be fill. heap is at location closet. heap is used for bed.  heap the platter with potatoes .,29
236,boar,,hunt, Goering often hunted wild boars in Poland .,2,0,boar has property dangerous. boar is at location forest. boar is used for hunt. hunt desires kill. hunt is at location forest. hunt is used for sport.  Goering often hunted wild boars in Poland .,29
237,immigrant,,hunt, They hunted the unwanted immigrants out of the neighborhood .,1,1,immigrant has property poor. immigrant is at location city. immigrant is used for work. hunt desires kill. hunt is at location forest. hunt is used for sport.  They hunted the unwanted immigrants out of the neighborhood .,28
238,oscillator,,hunt, The oscillator hunts about the correct frequency .,2,1,oscillator has property very useful. oscillator is at location computer. oscillator is used for power generator. hunt desires kill. hunt is at location forest. hunt is used for sport.  The oscillator hunts about the correct frequency .,31
239,back,,hurt, This exercise will hurt your back .,3,0,back has property straight. back is at location desk. back is used for hold thing together. hurt desires be free. hurt is at location war. hurt is used for get revenge.  This exercise will hurt your back .,34
240,business,,hurt, Our business was hurt by the new competition .,3,1,business has property important. business is at location city. business is used for sell product. hurt desires be free. hurt is at location war. hurt is used for get revenge.  Our business was hurt by the new competition .,33
241,heat,,ignite, Great heat can ignite almost any dry matter .,3,0,heat has property good. heat is at location oven. heat is used for cook. ignite desires fuel. ignite is at location fire. ignite is used for cook.  Great heat can ignite almost any dry matter .,30
242,gas,,ignite, Marsh gases ignited suddenly .,2,0,gas has property flammable. gas is at location gas station. gas is used for fuel. ignite desires fuel. ignite is at location fire. ignite is used for cook.  Marsh gases ignited suddenly .,30
243,hatred,,ignite, The ostentatious way of living of the rich ignites the hatred of the poor .,8,1,hatred has property bad. hatred is at location war. hatred is used for revenge. ignite desires fuel. ignite is at location fire. ignite is used for cook.  The ostentatious way of living of the rich ignites the hatred of the poor .,35
244,plant,,immigrate, only few plants can immigrate to the island .,4,1,plant has property green. plant is at location garden. plant is used for grow food. immigrate desires money. immigrate is at location unite state. immigrate is used for get job.  only few plants can immigrate to the island .,34
245,people,,immigrate, Many people immigrated at the beginning of the 20th century .,2,0,people has property afraid of dark. people is at location opera. people is used for help. immigrate desires money. immigrate is at location unite state. immigrate is used for get job.  Many people immigrated at the beginning of the 20th century .,33
246,head,,incline, She inclined her head to the student .,1,0,head has property round. head is at location your head. head is used for head butt. incline desires be ride. incline is at location mountain. incline is used for get to top.  She inclined her head to the student .,33
247,language,,incline, Their language inclines us to believe them .,2,1,language has property complex. language is at location book. language is used for communicate. incline desires be ride. incline is at location mountain. incline is used for get to top.  Their language inclines us to believe them .,32
248,child,,infect, Your children have infected you with this head cold .,3,0,child has property curious. child is at location park. child is used for play with. infect desires infect person. infect is at location hospital. infect is used for kill.  Your children have infected you with this head cold .,32
249,society,,infect, society was infected by racism .,2,1,society has property corrupt. society is at location society. society is used for govern. infect desires infect person. infect is at location hospital. infect is used for kill.  society was infected by racism .,30
250,laughter,,infect, His laughter infects everyone who is in the same room .,2,1,laughter has property contagious. laughter is at location movie. laughter is used for fun. infect desires infect person. infect is at location hospital. infect is used for kill.  His laughter infects everyone who is in the same room .,30
251,charge,,inflate, The charges were inflated .,3,1,charge has property bad. charge is at location courtroom. charge is used for punish criminal. inflate desires fly. inflate is at location air. inflate is used for make balloon.  The charges were inflated .,32
252,economy,,inflate, The war inflated the economy .,2,1,economy has property bad. economy is at location city. economy is used for buy thing. inflate desires fly. inflate is at location air. inflate is used for make balloon.  The war inflated the economy .,31
253,currency,,inflate, inflate the currency .,0,1,currency has property worthless. currency is at location wallet. currency is used for buy thing. inflate desires fly. inflate is at location air. inflate is used for make balloon.  inflate the currency .,29
254,castle,,inherit, I inherited a castle from my French grandparents .,1,0,castle has property large. castle is at location england. castle is used for castle. inherit desires power. inherit is at location house. inherit is used for inherit money.  I inherited a castle from my French grandparents .,29
255,problem,,inherit, The new chairman inherited many problems from the previous chair .,3,1,problem has property bad. problem is at location office. problem is used for solve. inherit desires power. inherit is at location house. inherit is used for inherit money.  The new chairman inherited many problems from the previous chair .,31
256,eyesight,,inherit, I inherited my good eyesight from my mother .,1,0,eyesight has property complicate. eyesight is at location person. eyesight is used for see thing. inherit desires power. inherit is at location house. inherit is used for inherit money.  I inherited my good eyesight from my mother .,30
257,glucose,,inject, We injected the glucose into the patient 's vein .,1,0,glucose has property good for you. glucose is at location sugar bowl. glucose is used for make sugar. inject desires person to drink. inject is at location hospital. inject is used for inject drug.  We injected the glucose into the patient 's vein .,35
258,life,,inject, He injected new life into the performance .,1,1,life has property fragile. life is at location earth. life is used for live. inject desires person to drink. inject is at location hospital. inject is used for inject drug.  He injected new life into the performance .,31
259,hydrogen,,inject, inject hydrogen into the balloon .,0,0,hydrogen has property very dense. hydrogen is at location space. hydrogen is used for energy. inject desires person to drink. inject is at location hospital. inject is used for inject drug.  inject hydrogen into the balloon .,31
260,program,,interrupt, We interrupt the program for the following messages .,1,0,program has property complex. program is at location computer. program is used for program. interrupt desires be quiet. interrupt is at location church. interrupt is used for get attention.  We interrupt the program for the following messages .,30
261,pregnancy,,interrupt, She interrupted her pregnancy .,1,1,pregnancy has property good. pregnancy is at location womb. pregnancy is used for have baby. interrupt desires be quiet. interrupt is at location church. interrupt is used for get attention.  She interrupted her pregnancy .,31
262,poland,,invade," Hitler invaded Poland on September 1 , 1939 .",1,0,"poland has property south of europe. poland is at location in europe. poland is used for invade. invade desires invade. invade is at location war. invade is used for invade.  Hitler invaded Poland on September 1 , 1939 .",31
263,colleague,,invade, This new colleague invades my territory .,3,1,colleague has property helpful. colleague is at location office. colleague is used for work. invade desires invade. invade is at location war. invade is used for invade.  This new colleague invades my territory .,30
264,lungs,,invade, The cancer had invaded her lungs .,3,1,lungs has property important for life. lungs is at location person. lungs is used for breathe. invade desires invade. invade is at location war. invade is used for invade.  The cancer had invaded her lungs .,32
265,pedal,,jam, The driver jammed the brake pedal to the floor .,2,0,pedal has property hard. pedal is at location car. pedal is used for move. jam desires eat. jam is at location jar. jam is used for eat.  The driver jammed the brake pedal to the floor .,29
266,mechanism,,jam, the mechanism jammed .,2,0,mechanism has property complex. mechanism is at location computer. mechanism is used for unlock door. jam desires eat. jam is at location jar. jam is used for eat.  the mechanism jammed .,30
267,account,,juggle, juggle an account so as to hide a deficit .,0,1,account has property important. account is at location your bank account. account is used for pay bill. juggle desires play game. juggle is at location carnival. juggle is used for exercise.  juggle an account so as to hide a deficit .,31
268,job,,juggle, She had to juggle her job and her children .,3,1,job has property bore. job is at location work. job is used for provide service. juggle desires play game. juggle is at location carnival. juggle is used for exercise.  She had to juggle her job and her children .,32
269,ball,,juggle, the player juggled the ball .,2,0,ball has property round. ball is at location toy store. ball is used for play game. juggle desires play game. juggle is at location carnival. juggle is used for exercise.  the player juggled the ball .,32
270,action,,key, key one 's actions to the voters ' prevailing attitude .,0,1,action has property important. action is at location war. action is used for intimidate. key desires be free. key is at location lock. key is used for unlock thing.  key one 's actions to the voters ' prevailing attitude .,29
271,dog,,kick, The boy kicked the dog .,2,0,dog has property friendly. dog is at location your house. dog is used for protect. kick desires play game. kick is at location wall. kick is used for get in fight.  The boy kicked the dog .,33
272,gun,,kick, The gun kicked back into my shoulder .,2,0,gun has property dangerous. gun is at location police station. gun is used for kill person. kick desires play game. kick is at location wall. kick is used for get in fight.  The gun kicked back into my shoulder .,34
273,check,,kite, He kited many checks .,1,1,check has property necessary to get job. check is at location checkbook. check is used for pay bill. kite desires fly. kite is at location sky. kite is used for fun.  He kited many checks .,32
274,dollar,,kite, The businessman kited millions of dollars .,2,1,dollar has property worthless. dollar is at location purse. dollar is used for buy thing. kite desires fly. kite is at location sky. kite is used for fun.  The businessman kited millions of dollars .,30
275,pilot,,kite, The pilot kited for a long time over the mountains .,2,0,pilot has property fly. pilot is at location in plane. pilot is used for fly. kite desires fly. kite is at location sky. kite is used for fun.  The pilot kited for a long time over the mountains .,30
276,bird,,land, The bird landed on the highest branch .,2,0,bird has property very curious. bird is at location tree. bird is used for fly. land desires water. land is at location earth. land is used for grow food.  The bird landed on the highest branch .,31
277,airplane,,land, the pilot managed to land the airplane safely .,4,0,airplane has property fly. airplane is at location airport. airplane is used for travel. land desires water. land is at location earth. land is used for grow food.  the pilot managed to land the airplane safely .,32
278,jail,,land, this may land you in jail .,2,1,jail has property bad. jail is at location jail. jail is used for punishment. land desires water. land is at location earth. land is used for grow food.  this may land you in jail .,30
279,smuggler,,land, The drug smugglers landed the heroin on the beach of the island .,3,0,smuggler has property illegal. smuggler is at location ship. smuggler is used for sell thing. land desires water. land is at location earth. land is used for grow food.  The drug smugglers landed the heroin on the beach of the island .,32
280,blow,,land, He landed several blows on his opponent 's head .,1,1,blow has property fun. blow is at location wall. blow is used for hit someone. land desires water. land is at location earth. land is used for grow food.  He landed several blows on his opponent 's head .,30
281,ship,,land, The ship landed in Pearl Harbor .,2,0,ship has property big. ship is at location sea. ship is used for travel. land desires water. land is at location earth. land is used for grow food.  The ship landed in Pearl Harbor .,30
282,book,,lay, lay the books on the table .,0,0,book has property good than book. book is at location shelf. book is used for learn. lay desires be with friend. lay is at location bed. lay is used for sleep.  lay the books on the table .,31
283,foundation,,lay, lay the foundation for a new health care plan .,0,1,foundation has property hard. foundation is at location build. foundation is used for protect thing. lay desires be with friend. lay is at location bed. lay is used for sleep.  lay the foundation for a new health care plan .,30
284,responsibility,,lay, lay a responsibility on someone .,0,1,responsibility has property important. responsibility is at location school. responsibility is used for protect. lay desires be with friend. lay is at location bed. lay is used for sleep.  lay a responsibility on someone .,29
285,news,,leak, The news were leaked to the paper .,3,1,news has property bad. news is at location television. news is used for find out news. leak desires water. leak is at location water. leak is used for water plant.  The news were leaked to the paper .,33
286,water,,leak, Water leaked out of the can into the backpack .,1,0,water has property good for you. water is at location ice. water is used for wash. leak desires water. leak is at location water. leak is used for water plant.  Water leaked out of the can into the backpack .,31
287,container,,leak, The container leaked gasoline .,2,0,container has property heavy. container is at location pantry. container is used for hold thing. leak desires water. leak is at location water. leak is used for water plant.  The container leaked gasoline .,31
288,rifle,,lean, He leaned his rifle against the wall .,1,0,rifle has property dangerous. rifle is at location gun store. rifle is used for kill person. lean desires be with friend. lean is at location subway. lean is used for walk.  He leaned his rifle against the wall .,32
289,car,,lend, I will lend you my car .,2,0,car has property dangerous. car is at location garage. car is used for travel. lend desires be generous. lend is at location bank. lend is used for buy thing.  I will lend you my car .,31
290,story,,lend, This story would lend itself well to serialization on television .,3,1,story has property inaccurate. story is at location newspaper. story is used for entertain. lend desires be generous. lend is at location bank. lend is used for buy thing.  This story would lend itself well to serialization on television .,32
291,criticism,,level, level criticism or charges at somebody .,0,1,criticism has property bad. criticism is at location argument. criticism is used for get someone to do something. level desires be free. level is at location desk. level is used for measure weight.  level criticism or charges at somebody .,33
292,building,,level, The building was levelled .,3,0,building has property tall. building is at location city. building is used for build. level desires be free. level is at location desk. level is used for measure weight.  The building was levelled .,32
293,ground,,level, The ground levelled off .,2,0,ground has property hard. ground is at location grind. ground is used for walk. level desires be free. level is at location desk. level is used for measure weight.  The ground levelled off .,31
294,fate,,lie, The fate of Bosnia lies in the hands of the West .,4,1,fate has property inevitable. fate is at location book. fate is used for end life. lie desires be free. lie is at location newspaper. lie is used for deception.  The fate of Bosnia lies in the hands of the West .,33
295,conversation,,lighten, the conversation lightened me up a bit .,2,1,conversation has property important to person. conversation is at location dinner. conversation is used for pass time. lighten desires light. lighten is at location thunderstorm. lighten is used for scare person.  the conversation lightened me up a bit .,33
296,load,,lighten, she lightened the load on the tired donkey .,1,0,load has property heavy. load is at location warehouse. load is used for carry. lighten desires light. lighten is at location thunderstorm. lighten is used for scare person.  she lightened the load on the tired donkey .,29
297,room,,lighten, The room lightened up .,2,0,room has property dark. room is at location build. room is used for store thing. lighten desires light. lighten is at location thunderstorm. lighten is used for scare person.  The room lightened up .,31
298,tree,,line, trees line the riverbank .,1,1,tree has property tall. tree is at location park. tree is used for build house. line desires be play. line is at location map. line is used for measure.  trees line the riverbank .,30
299,sorrow,,line, sorrow had lined his face .,2,1,sorrow has property bad. sorrow is at location funeral. sorrow is used for mourn. line desires be play. line is at location map. line is used for measure.  sorrow had lined his face .,30
300,book,,line, lined books are more enduring .,0,0,book has property good than book. book is at location shelf. book is used for learn. line desires be play. line is at location map. line is used for measure.  lined books are more enduring .,30
301,truck,,load, load the truck with hay .,0,0,truck has property yellow. truck is at location garage. truck is used for transport thing. load desires get something. load is at location warehouse. load is used for carry.  load the truck with hay .,29
302,gun,,load, He loaded his gun carefully .,1,0,gun has property dangerous. gun is at location police station. gun is used for kill person. load desires get something. load is at location warehouse. load is used for carry.  He loaded his gun carefully .,31
303,bag,,load, load the bags onto the trucks .,0,0,bag has property heavy. bag is at location grocery store. bag is used for carry thing. load desires get something. load is at location warehouse. load is used for carry.  load the bags onto the trucks .,30
304,bike,,lock, Lock the bike to the fence !,0,0,bike has property fun. bike is at location street. bike is used for travel. lock desires unlock. lock is at location door. lock is used for keep person out.  Lock the bike to the fence !,29
